OrderNumber;OrderDate;ShipDate;EmployeeIdentifier;EmployeeFirstName;EmployeeLastName;CustomerAccountNumber;CustomerFirstName;CustomerLastName;CustomerAddr;CustomerCity;CustomerCountry;SaleAmount;SaleCost
O-1843;09/06/2019;09/06/2019;E-279;Tsvi;Reiter;C-30017;Jan;Miksovsky;Newport Shopping Center;Newport;US;9803,5732;7142,88
O-1844;09/06/2019;13/06/2019;E-278;Garrett;Vargas;C-29601;Dirk;Bruno;251 Indell Lane;Brampton;CA;58234,6192;32273,63
O-1845;09/06/2019;09/06/2019;E-275;Michael;Blythe;C-29955;David;Liu;855 East Main Avenue;Zeeland;US;48300,3569;33689,5
O-1846;10/06/2019;14/06/2019;E-279;Tsvi;Reiter;C-29888;Brannon;Jones;3990 Silas Creek Parkway;Winston-Salem;US;47753,7712;28785,97
O-1847;10/06/2019;12/06/2019;E-276;Linda;Mitchell;C-29818;Roger;Harui;9927 N. Main St.;Tooele;US;77342,8571;64844,25
O-1848;10/06/2019;12/06/2019;E-282;José;Saraiva;C-29857;Janice;Hows;399 Clearing Green;London;GB;1628,6046;1143,93
O-1849;10/06/2019;13/06/2019;E-282;José;Saraiva;C-29990;Jennifer;Maxham;Butterfield Hse, 7-251 Chapel St;Lancaster;GB;324,4527;282,53
O-1850;10/06/2019;12/06/2019;E-275;Michael;Blythe;C-29509;Michael;Allen;Lake Region Factory Outlet;Tilton;US;49220,1646;28532,93
O-1851;10/06/2019;12/06/2019;E-289;Jae;Pak;C-29541;Gytis;Barzdukas;25900-700-9th Ave S.W.;Calgary;CA;180,129;118,2
O-1852;11/06/2019;11/06/2019;E-277;Jillian;Carson;C-30117;Robert;Vessa;72540 Blanco Rd.;San Antonio;US;86402,2489;65821,23
O-1853;11/06/2019;12/06/2019;E-277;Jillian;Carson;C-30023;Frank;Miller;123 W. Lake Ave.;Peoria;US;5662,2907;4232,56
O-1854;12/06/2019;15/06/2019;E-276;Linda;Mitchell;C-29913;Anton;Kirilov;2575 Rocky Mountain Ave.;Loveland;US;55971,1308;31819,59
O-1855;12/06/2019;19/06/2019;E-289;Jae;Pak;C-29680;Dorothy;Contreras;Suite 25800 3401 - 10810th Avenue;Surrey;CA;9625,0609;7342
O-1856;12/06/2019;15/06/2019;E-275;Michael;Blythe;C-29731;Carla;Eldridge;Washington Square Ii;Indianapolis;US;6803,6883;4373,41
O-1857;13/06/2019;17/06/2019;E-275;Michael;Blythe;C-29619;DeeDee;Cameron;6225 Glenway Ave.;Cincinnati;US;1444,3375;1288,93
O-1858;13/06/2019;16/06/2019;E-277;Jillian;Carson;C-29819;Ann;Hass;Medford Outlet Center;Medford;US;794,2467;643,82
O-1859;13/06/2019;23/06/2019;E-276;Linda;Mitchell;C-29511;Oscar;Alpuerto;Rocky Mountain Pines Outlet;Loveland;US;2458,9178;1772,39
O-1860;13/06/2019;16/06/2019;E-289;Jae;Pak;C-29895;Lori;Kane;9693 Louis H Lafontaine;Ville De'anjou;CA;52105,5079;30288,93
O-1861;13/06/2019;13/06/2019;E-276;Linda;Mitchell;C-30094;Sairaj;Uddin;Natomas Marketplace;Sacramento;US;50912,9359;19331,64
O-1862;13/06/2019;15/06/2019;E-277;Jillian;Carson;C-29523;John;Arthur;2345 North Freeway;Houston;US;72019,6975;33561,18
O-1863;14/06/2019;17/06/2019;E-279;Tsvi;Reiter;C-29968;Helen;Lutes;Po Box 2257;Greensboro;US;180,108;119,72
O-1864;14/06/2019;16/06/2019;E-277;Jillian;Carson;C-29764;John;Ford;23025 S.W. Military Rd.;San Antonio;US;469,794;255,1
O-1865;15/06/2019;24/06/2019;E-279;Tsvi;Reiter;C-29880;Samuel;Johnson;Carolina Factory Shops;Gaffney;US;22381,4965;20470,12
O-1866;15/06/2019;17/06/2019;E-276;Linda;Mitchell;C-29919;Eugene;Kogan;6756 Mowry;Newark;US;58378,5459;33363,34
O-1867;15/06/2019;19/06/2019;E-289;Jae;Pak;C-29892;Sandra;Kitt;258 King Street East;Toronto;CA;379,467;221,72
O-1868;15/06/2019;19/06/2019;E-279;Tsvi;Reiter;C-29513;Selena;Alvarado;Fsa Outlet Center;Nashville;US;63653,3932;24226,48
O-1869;15/06/2019;18/06/2019;E-289;Jae;Pak;C-29797;Jane;Greer;2550 Signet Drive;Weston;CA;16812,1513;13232,84
O-1870;15/06/2019;17/06/2019;E-278;Garrett;Vargas;C-29503;Gregory;Alderson;25981 College Street;Montreal;CA;1242,8518;912,13
O-1871;15/06/2019;16/06/2019;E-275;Michael;Blythe;C-29633;Steve;Carnes;5998 E Lorain;Oberlin;US;6532,5325;4524,43
O-1872;16/06/2019;18/06/2019;E-287;Amy;Alberts;C-29630;Ty Loren;Carlson;36, avenue de la Gare;Paris;FR;65,6018;44,31
O-1873;16/06/2019;17/06/2019;E-282;José;Saraiva;C-29952;Yuhong;Li;Bradford;W. York;GB;324,4527;208,33
O-1874;16/06/2019;19/06/2019;E-277;Jillian;Carson;C-29732;Carol;Elliott;25220 Airline Road;Corpus Christi;US;45845,4516;28094,09
O-1875;16/06/2019;19/06/2019;E-277;Jillian;Carson;C-29616;Barbara;Calone;25306 Harvey Rd.;College Station;US;104881,9414;61261,54
O-1876;16/06/2019;18/06/2019;E-289;Jae;Pak;C-29910;Shane;Kim;No. 25400 10665 Jasper Avenue;Edmonton;CA;33208,2292;24670,39
O-1877;16/06/2019;17/06/2019;E-283;David;Campbell;C-29787;Scott;Gode;2583 Se 272nd St;Kent;US;20,52;12,77
O-1878;17/06/2019;17/06/2019;E-277;Jillian;Carson;C-29866;Richard;Irwin;99828 Routh Street, Suite 825;Dallas;US;53,994;36,88
O-1879;17/06/2019;21/06/2019;E-281;Shu;Ito;C-29598;Michael;Brundage;22555 Paseo De Las Americas;San Diego;US;8453,3099;6596,96
O-1880;17/06/2019;19/06/2019;E-275;Michael;Blythe;C-30009;Tosh;Meston;Buckeye Factory Shops;Burbank;US;16742,0274;10616,12
O-1881;17/06/2019;21/06/2019;E-276;Linda;Mitchell;C-29865;Lucio;Iallo;Simi @ The Plaza;Simi Valley;US;10036,043;8357,01
O-1882;17/06/2019;20/06/2019;E-282;José;Saraiva;C-29851;Jean;Holloway;Unit 99a Battery Retail Pk;Birmingham;GB;4142,6215;3448,32
O-1883;17/06/2019;20/06/2019;E-276;Linda;Mitchell;C-29784;Jeanie;Glenn;9909 W. Ventura Boulevard;Camarillo;US;7804,4741;4508,64
O-1884;17/06/2019;20/06/2019;E-275;Michael;Blythe;C-29684;Marlin;Coriell;99800 Tittabawasee Rd.;Saginaw;US;15853,6146;12621,06
O-1885;18/06/2019;20/06/2019;E-279;Tsvi;Reiter;C-29963;Spencer;Low;2550 High Street;La Vergne;US;26628,0859;20032,31
O-1886;18/06/2019;20/06/2019;E-278;Garrett;Vargas;C-29539;Josh;Barnhill;25 First Canadian Place;Toronto;CA;6821,1093;4917,34
O-1887;18/06/2019;20/06/2019;E-276;Linda;Mitchell;C-30012;Helen;Meyer;7505 Laguna Boulevard;Elk Grove;US;2647,032;1607,81
O-1888;18/06/2019;22/06/2019;E-279;Tsvi;Reiter;C-29640;Pamela;Carlson;Park North Business Center;Clarkston;US;1308,9375;912,72
O-1889;18/06/2019;22/06/2019;E-276;Linda;Mitchell;C-29901;John;Kelly;Pacific West Outlet;Gilroy;US;32885,3728;27324,45
O-1890;19/06/2019;22/06/2019;E-278;Garrett;Vargas;C-29627;Johnny;Caprio;22580 Free Street;Toronto;CA;63095,428;35926,54
O-1891;19/06/2019;21/06/2019;E-277;Jillian;Carson;C-29792;Abigail;Gonzalez;99450 Highway 59 North;Humble;US;46321,888;36825,9
O-1892;19/06/2019;22/06/2019;E-280;Pamela;Ansman-Wolfe;C-29617;Lindsey;Camacho;S Sound Ctr Suite 25300;Lacey;US;42396,4051;32869,94
O-1893;19/06/2019;22/06/2019;E-275;Michael;Blythe;C-29724;Bernard;Duerr;Connecticut Post Mall;Milford;US;69729,7597;43741,48
O-1894;20/06/2019;22/06/2019;E-290;Hélène;Dupont;C-30103;Mandy;Vance;88, avenue de l´ Union Centrale;Paris;FR;147390,9328;111029,59
O-1895;20/06/2019;23/06/2019;E-280;Pamela;Ansman-Wolfe;C-29925;Margaret;Krupka;Great Northwestern;North Bend;US;924,4017;726,76
O-1896;20/06/2019;24/06/2019;E-277;Jillian;Carson;C-29930;Peter;Kurniawan;63 W Monroe;Chicago;US;469,794;255,75
O-1897;20/06/2019;23/06/2019;E-276;Linda;Mitchell;C-29662;Jill;Christie;54254 Pacific Ave.;Stockton;US;1485,8823;1027,78
O-1898;20/06/2019;22/06/2019;E-279;Tsvi;Reiter;C-29798;Geoff;Grisso;Po Box 08050;Nashville;US;8520,6631;6527,68
O-1899;20/06/2019;24/06/2019;E-289;Jae;Pak;C-29558;John;Berger;5700 Explorer Drive;Mississauga;CA;5894,9641;3595,34
O-1900;20/06/2019;24/06/2019;E-283;David;Campbell;C-29885;David;Johnson;7990 Ocean Beach Hwy.;Longview;US;57363,2615;24918,6
O-1901;20/06/2019;24/06/2019;E-280;Pamela;Ansman-Wolfe;C-29571;Gabriel;Bockenkamp;67 Rainer Ave S;Renton;US;6227,2278;4449,98
O-1902;21/06/2019;24/06/2019;E-290;Hélène;Dupont;C-29869;Raman;Iyer;2111, rue de Linois;Orly;FR;3226,1066;2413,13
O-1903;21/06/2019;25/06/2019;E-276;Linda;Mitchell;C-29703;Stefan;Delmarco;Incom Sports Center;Ontario;US;79628,9429;64387,96
O-1904;21/06/2019;24/06/2019;E-289;Jae;Pak;C-29876;Vance;Johns;65 Gamelin Street;Hull;CA;10085,4859;8324,56
O-1905;21/06/2019;24/06/2019;E-279;Tsvi;Reiter;C-29896;Judith;Krane;Peachtree Mall;Columbus;US;41020,1875;27947,06
O-1906;22/06/2019;26/06/2019;E-290;Hélène;Dupont;C-30026;Scott;Mitchell;98, rue Montcalm;Paris;FR;14655,0936;9379,26
O-1907;22/06/2019;03/07/2019;E-278;Garrett;Vargas;C-30058;Mike;Taylor;750 Philip Street;Waterloo;CA;24,2945;15,61
O-1908;22/06/2019;24/06/2019;E-289;Jae;Pak;C-29780;Frances;Giglio;9979 Bayview Drive;Barrie;CA;18202,7022;10324,57
O-1909;22/06/2019;22/06/2019;E-289;Jae;Pak;C-29855;Curtis;Howard;6th Floor, 25st Canadian Place;Toronto;CA;196,329;138,63
O-1910;23/06/2019;25/06/2019;E-289;Jae;Pak;C-30115;Dora;Verdad;Suite 2502 410 Albert Street;Waterloo;CA;688,7667;478,97
O-1911;23/06/2019;24/06/2019;E-279;Tsvi;Reiter;C-29667;Kristine;Cleary;C/O Arrow Electronics;Memphis;US;17944,6404;13576,91
O-1912;23/06/2019;26/06/2019;E-289;Jae;Pak;C-30042;Ruby Sue;Styles;46990 Viking Way;Richmond;CA;149,031;108,27
O-1913;23/06/2019;23/06/2019;E-279;Tsvi;Reiter;C-30011;Eric;Meyer;Horizon Outlet Center;Vero Beach;US;8920,6386;5726,16
O-1914;23/06/2019;25/06/2019;E-276;Linda;Mitchell;C-29853;Juanita;Holman;Lake Elisnor Place;Lake Elsinore;US;54130,4516;41512,64
O-1915;23/06/2019;26/06/2019;E-274;Stephen;Jiang;C-29691;Jose;Curry;7725 Luddington Lane;Birmingham;US;209,256;131,02
O-1916;24/06/2019;28/06/2019;E-283;David;Campbell;C-29816;Keith;Harris;3207 S Grady Way;Renton;US;7759,3877;6012,75
O-1917;24/06/2019;27/06/2019;E-274;Stephen;Jiang;C-29949;George;Li;910 Main Street.;Sparks;US;2458,9178;1710,18
O-1918;24/06/2019;24/06/2019;E-276;Linda;Mitchell;C-29522;Thomas;Armstrong;Fox Hills;Culver City;US;39987,6526;26399,85
O-1919;24/06/2019;24/06/2019;E-275;Michael;Blythe;C-30060;Jeff;Teper;New Castle Plaza;New Castle;US;54859,4922;42587,42
O-1920;24/06/2019;26/06/2019;E-275;Michael;Blythe;C-29555;Max;Benson;675 East Ave.;Warwick;US;469,794;233,53
O-1921;24/06/2019;25/06/2019;E-279;Tsvi;Reiter;C-29540;Adam;Barr;956k North Wesleyan Blvd.;Rocky Mount;US;15304,8859;12796,42
O-1922;24/06/2019;26/06/2019;E-275;Michael;Blythe;C-29590;Jo;Brown;250000 Eight Mile Road;Detroit;US;2554,0856;1591,96
O-1923;24/06/2019;24/06/2019;E-277;Jillian;Carson;C-30095;Sunil;Uppal;25500 Old Spanish Trail;Houston;US;469,794;313,3
O-1924;25/06/2019;29/06/2019;E-281;Shu;Ito;C-30076;Diane;Tibbott;8525 South Parker Road;Parker;US;50312,409;33080,41
O-1925;25/06/2019;27/06/2019;E-289;Jae;Pak;C-29983;Cecelia;Marshall;9984 Wellington Street;Ottawa;CA;5347,6038;3202,68
O-1926;25/06/2019;27/06/2019;E-283;David;Campbell;C-29800;Brian;Groth;Gateway;Portland;US;164,4279;112,83
O-1927;25/06/2019;29/06/2019;E-274;Stephen;Jiang;C-29996;Katie;McAskill-White;7505 Commercial Dr.;New Hartford;US;48693,9751;31339,45
O-1928;25/06/2019;27/06/2019;E-289;Jae;Pak;C-30074;Yuping;Tian;Depot 80;Sillery;CA;90172,6738;54734,81
O-1929;25/06/2019;27/06/2019;E-278;Garrett;Vargas;C-29544;Shaun;Beasley;2500-622 5th Ave Sw;Calgary;CA;19544,0309;11218,27
O-1930;26/06/2019;28/06/2019;E-276;Linda;Mitchell;C-30028;Laura;Steele;253731 West Bell Road;Surprise;US;4364,2719;3535,06
O-1931;26/06/2019;27/06/2019;E-276;Linda;Mitchell;C-30022;Dylan;Miller;Parkway Plaza;El Cajon;US;5061,8179;4431,62
O-1932;26/06/2019;26/06/2019;E-281;Shu;Ito;C-29716;Blaine;Dockter;99000 S. Avalon Blvd. Suite 750;Carson;US;107356,7904;98564,27
O-1933;27/06/2019;01/07/2019;E-278;Garrett;Vargas;C-29946;Linda;Leste;630 University Avenue;Toronto;CA;27892,4053;21622,2
O-1934;27/06/2019;30/06/2019;E-278;Garrett;Vargas;C-29789;Brian;Goldstein;965 De La Gauchetiere West;Montreal;CA;57381,4301;30521,18
O-1935;28/06/2019;28/06/2019;E-275;Michael;Blythe;C-29765;Paul;Fulton;Horizon Outlet Center;Monroe;US;2371,295;1355,91
O-1936;28/06/2019;01/07/2019;E-277;Jillian;Carson;C-30055;Julie;Taft-Rider;6996 South Lindbergh;Saint Louis;US;39373,2236;28080,98
O-1937;28/06/2019;30/06/2019;E-275;Michael;Blythe;C-29554;Payton;Benson;997000 Telegraph Rd.;Southfield;US;4313,4232;3470,58
O-1938;29/06/2019;03/07/2019;E-276;Linda;Mitchell;C-29757;Garth;Fort;3250 Baldwin Park Blvd;Baldwin Park;US;1256,6625;643,54
O-1939;29/06/2019;04/07/2019;E-281;Shu;Ito;C-29560;Matthias;Berndt;Escondido;Escondido;US;67745,1764;41466,82
O-1940;29/06/2019;02/07/2019;E-279;Tsvi;Reiter;C-30077;Danielle;Tiedt;Factory Stores Of America;Smithfield;US;165,231;120,49
O-1941;29/06/2019;02/07/2019;E-287;Amy;Alberts;C-30044;Gary;Suess;725a The Arches;Berks;GB;53170,0479;39329,89
O-1942;29/06/2019;04/07/2019;E-280;Pamela;Ansman-Wolfe;C-30045;Ruth;Suffin;Lancaster Mall;Salem;US;48541,8313;41794,52
O-1943;29/06/2019;02/07/2019;E-277;Jillian;Carson;C-29569;Linda;Burnett;2505 Gateway Drive;North Sioux City;US;2342,4546;1370,8
O-1944;29/06/2019;02/07/2019;E-283;David;Campbell;C-29835;Ronald;Heymsfield;250775 SW Hillsdale Hwy;Beaverton;US;1316,1745;559,5
O-1945;30/06/2019;03/07/2019;E-275;Michael;Blythe;C-30085;Doris;Traube;Regency Hilltop Shopping Cntr;Virginia Beach;US;33,7745;23,97
O-1946;30/06/2019;30/06/2019;E-276;Linda;Mitchell;C-29935;Elsa;Leavitt;2575 West 2700 South;Salt Lake City;US;40977,8088;27184,68
O-1947;30/06/2019;02/07/2019;E-280;Pamela;Ansman-Wolfe;C-30112;Patricia;Vasquez;409 S. Main Ste. 25;Ellensburg;US;93591,6217;74611,24
O-1948;30/06/2019;04/07/2019;E-290;Hélène;Dupont;C-29712;Holly;Dickson;26, rue Saint Denis;Orleans;FR;89273,6793;67419,48
O-1949;30/06/2019;02/07/2019;E-274;Stephen;Jiang;C-29675;Aaron;Con;58 Teed Drive;Randolph;US;4254,45;3341,45
O-1950;30/06/2019;30/06/2019;E-282;José;Saraiva;C-30030;Stefano;Stefani;997b Tradescant Road;London;GB;14560,3533;9515,19
O-1951;01/07/2019;07/07/2019;E-289;Jae;Pak;C-29740;Martha;Espinoza;6700 Boul Taschereau;Brossard;CA;202,332;126,88
O-1952;01/07/2019;04/07/2019;E-289;Jae;Pak;C-29864;Beth;Inghram;9259 - 1110th Avenue Sw;Calgary;CA;2779,8855;2097,7
O-1953;01/07/2019;05/07/2019;E-279;Tsvi;Reiter;C-29685;Pamela;Cox;99842 White Mill East;Decatur;US;12625,0615;10198,52
O-1954;01/07/2019;09/07/2019;E-279;Tsvi;Reiter;C-29833;Pam;Herrick;9935 Robert C Daniel Jr Parkway;Augusta;US;4709,2037;3230,51
O-1955;01/07/2019;10/07/2019;E-276;Linda;Mitchell;C-29573;Luis;Bonifaz;72502 Eastern Ave.;Bell Gardens;US;1263,0383;801,9
O-1956;02/07/2019;05/07/2019;E-276;Linda;Mitchell;C-29584;Walter;Brian;25136 Jefferson Blvd.;Culver City;US;491,406;445,17
O-1957;02/07/2019;06/07/2019;E-277;Jillian;Carson;C-29956;Jinghao;Liu;90025 Sterling St;Irving;US;56590,5553;42833,39
O-1958;02/07/2019;06/07/2019;E-277;Jillian;Carson;C-29954;Paulo;Lisboa;Po Box 8259024;Dallas;US;62505,2769;39672,1
O-1959;02/07/2019;03/07/2019;E-289;Jae;Pak;C-29803;Hattie;Haemon;55 Lakeshore Blvd East;Toronto;CA;16422,5436;12105,05
O-1960;02/07/2019;05/07/2019;E-277;Jillian;Carson;C-29962;Sharon;Looney;74400 France Avenue South;Edina;US;2685,8932;2075,12
O-1961;02/07/2019;05/07/2019;E-283;David;Campbell;C-29810;Jean;Handley;259826 Russell Rd. South;Kent;US;7619,5865;4139,72
O-1962;02/07/2019;06/07/2019;E-277;Jillian;Carson;C-29574;Randall;Boseman;2500 North Stemmons Freeway;Dallas;US;4262,9036;3245,35
O-1963;03/07/2019;05/07/2019;E-279;Tsvi;Reiter;C-29678;Stephanie;Conroy;8525 Nw 17th St.;Miami;US;4950,8203;3191,79
O-1964;03/07/2019;06/07/2019;E-282;José;Saraiva;C-29644;Brigid;Cavendish;Banbury;Oxon;GB;202,332;178,54
O-1965;04/07/2019;11/07/2019;E-290;Hélène;Dupont;C-30043;Min;Su;54, avenue des Ternes;Saint Ouen;FR;72301,9511;56771,49
O-1966;04/07/2019;05/07/2019;E-279;Tsvi;Reiter;C-29721;Gary;Drury;254075 Biscayne Blvd.;North Miami Beach;US;324,4527;221,83
O-1967;05/07/2019;09/07/2019;E-277;Jillian;Carson;C-29674;Scott;Colvin;25550 Executive Dr;Elgin;US;1259,7431;1119,15
O-1968;05/07/2019;09/07/2019;E-289;Jae;Pak;C-29950;Yale;Li;992 St Clair Ave East;Toronto;CA;50212,8485;44398,2
O-1969;05/07/2019;07/07/2019;E-276;Linda;Mitchell;C-29763;Mihail;Frintu;Bayshore Mall;Eureka;US;91,176;62,87
O-1970;06/07/2019;08/07/2019;E-274;Stephen;Jiang;C-29576;Eli;Bowen;63 West Beaver Creek;Richmond Hill;CA;53,994;31,95
O-1971;06/07/2019;10/07/2019;E-276;Linda;Mitchell;C-29957;Kevin;Liu;9992 Whipple Rd;Union City;US;129261,254;100901,33
O-1972;06/07/2019;09/07/2019;E-280;Pamela;Ansman-Wolfe;C-29709;Bev;Desalvo;7009 Sw Hall Blvd.;Tigard;US;6700,1106;4042,85
O-1973;06/07/2019;08/07/2019;E-277;Jillian;Carson;C-29702;Aidan;Delaney;Corporate Office;Garland;US;47871,2182;33150,82
O-1974;07/07/2019;11/07/2019;E-277;Jillian;Carson;C-29637;Donna;Carreras;12345 Sterling Avenue;Irving;US;59292,4303;54145,85
O-1975;07/07/2019;10/07/2019;E-276;Linda;Mitchell;C-29739;Mark;Erickson;Factory Stores Of America;Mesa;US;55601,855;31203,76
O-1976;08/07/2019;12/07/2019;E-289;Jae;Pak;C-29750;Rhoda;Finley;6030 Conroy Road;Ottawa;CA;780,8182;489,89
O-1977;08/07/2019;12/07/2019;E-289;Jae;Pak;C-29722;Reuben;D'sa;9950 Ferrand Drive, 9th Floor;Toronto;CA;89333,293;58415,04
O-1978;08/07/2019;10/07/2019;E-281;Shu;Ito;C-29897;Kay;Krane;Prime Outlets;Phoenix;US;3613,6431;2504,98
O-1979;08/07/2019;11/07/2019;E-276;Linda;Mitchell;C-30110;Gary;Vargas;Stevens Creek Shopping Center;San Jose;US;881,0367;581,05
O-1980;09/07/2019;13/07/2019;E-280;Pamela;Ansman-Wolfe;C-29903;Kevin;Kennedy;2550 Ne Sandy Blvd;Portland;US;3147,5673;2437,79
O-1981;09/07/2019;12/07/2019;E-277;Jillian;Carson;C-29486;Kim;Abercrombie;Tanger Factory;Branch;US;61492,5041;33931,56
O-1982;09/07/2019;12/07/2019;E-290;Hélène;Dupont;C-29927;Jeffrey;Kung;12, rue des Grands Champs;Verrieres Le Buisson;FR;635,025;436,08
O-1984;10/07/2019;13/07/2019;E-277;Jillian;Carson;C-29651;Lee;Chapla;99433 S. Greenbay Rd.;Racine;US;44013,7502;28560,52
O-1985;10/07/2019;12/07/2019;E-275;Michael;Blythe;C-29528;Stephen;Ayers;2533 Eureka Rd.;Southgate;US;183,9382;140,2
O-1986;10/07/2019;14/07/2019;E-280;Pamela;Ansman-Wolfe;C-29775;Jim;Geist;35525-9th Street Sw;Puyallup;US;65,6018;40,07
O-1987;11/07/2019;15/07/2019;E-290;Hélène;Dupont;C-30049;Nate;Sun;510, avenue de Villiers;Orleans;FR;74487,755;34309,06
O-1988;11/07/2019;13/07/2019;E-280;Pamela;Ansman-Wolfe;C-29915;Andrew;Kobylinski;2526a Tri-Lake Blvd Ne;Kirkland;US;245,25;161,79
O-1989;12/07/2019;12/07/2019;E-282;José;Saraiva;C-30019;Matthew;Miller;Wymbush;Milton Keynes;GB;9680,119;6932,9
O-1990;12/07/2019;15/07/2019;E-278;Garrett;Vargas;C-29530;Daniel;Blanco;Suite 800 2530 Slater Street;Ottawa;CA;4356,8575;3831,42
O-1991;13/07/2019;16/07/2019;E-276;Linda;Mitchell;C-29938;Frank;Campbell;251340 E. South St.;Cerritos;US;49342,2867;35161,32
O-1992;13/07/2019;17/07/2019;E-281;Shu;Ito;C-29696;Alvaro;De Matos Miranda Filho;Mountain Square;Upland;US;784,056;482,82
O-1993;13/07/2019;17/07/2019;E-290;Hélène;Dupont;C-29951;Yan;Li;6, rue des Pyrenees;Saint Ouen;FR;817,503;669,53
O-1994;14/07/2019;17/07/2019;E-275;Michael;Blythe;C-29838;Fran;Highfill;Logansport Mall;Logansport;US;379,467;137,63
O-1995;14/07/2019;17/07/2019;E-290;Hélène;Dupont;C-29856;Joe;Howard;3639, rue des Grands Champs;Boulogne-sur-Mer;FR;15445,5784;11957,97
O-1996;14/07/2019;18/07/2019;E-289;Jae;Pak;C-30029;Shanay;Steelman;5 place Ville-Marie;Montreal;CA;19717,9571;13351,03
O-1997;14/07/2019;16/07/2019;E-283;David;Campbell;C-30064;Judy;Thames;25102 Springwater;Wenatchee;US;1561,6364;1291,94
O-1998;14/07/2019;17/07/2019;E-281;Shu;Ito;C-29562;Steven;Brown;5500 Grossmont Center Drive;La Mesa;US;112287,2527;50641,55
O-1999;16/07/2019;18/07/2019;E-275;Michael;Blythe;C-29581;Sara;Breer;Saltonstall Parkway;East Haven;US;469,794;309,73
O-2000;16/07/2019;23/07/2019;E-277;Jillian;Carson;C-29659;Ruth;Choin;7760 N. Pan Am Expwy;San Antonio;US;149,031;90,74
O-2001;17/07/2019;20/07/2019;E-278;Garrett;Vargas;C-29959;Todd;Logan;575 Rue St Amable;Quebec;CA;602,7;440,03
O-2002;17/07/2019;20/07/2019;E-278;Garrett;Vargas;C-29649;Pat;Chambers;30025 Wayburne Drive, Suite 275;Burnaby;CA;39367,0149;25647,61
O-2003;17/07/2019;21/07/2019;E-282;José;Saraiva;C-29980;Tomas;Manzanares;99 Dean Street, Soho;London;GB;1116,925;739,74
O-2004;18/07/2019;22/07/2019;E-277;Jillian;Carson;C-29663;Alice;Clark;42500 W 76th St;Chicago;US;12931,2387;7928,14
O-2005;18/07/2019;27/07/2019;E-280;Pamela;Ansman-Wolfe;C-30105;Gregory;Vanderbout;950 Gateway Street;Springfield;US;26523,0027;18510,4
O-2006;18/07/2019;20/07/2019;E-278;Garrett;Vargas;C-29822;James;Haugh;660 Saint-Jacques, Bureau 400;Montreal;CA;26509,1108;22909,17
O-2007;18/07/2019;21/07/2019;E-280;Pamela;Ansman-Wolfe;C-29559;Robert;Bernacchi;25915 140th Ave Ne;Bellevue;US;54801,3542;33911,08
O-2008;19/07/2019;22/07/2019;E-282;José;Saraiva;C-30113;Raja;Venugopal;Burgess Hill;West Sussex;GB;38818,229;32820,81
O-2009;19/07/2019;21/07/2019;E-276;Linda;Mitchell;C-29793;Michael;Graff;9700 Sisk Road;Modesto;US;103226,8852;58539,97
O-2010;20/07/2019;22/07/2019;E-277;Jillian;Carson;C-29902;Robert;Kelly;6425 Nw Loop 410;San Antonio;US;469,794;257,77
O-2011;20/07/2019;22/07/2019;E-275;Michael;Blythe;C-29600;June;Brunner;678 Eastman Ave.;Midland;US;6423,515;4355,79
O-2012;20/07/2019;21/07/2019;E-276;Linda;Mitchell;C-29975;Walter;Mays;Po Box 252525;Santa Ana;US;11476,4056;8156,28
O-2013;20/07/2019;24/07/2019;E-279;Tsvi;Reiter;C-29715;Andrew;Dixon;6555 Quince Road, Suite 2025;Memphis;US;112722,8945;105147,91
O-2014;20/07/2019;22/07/2019;E-275;Michael;Blythe;C-29592;Kevin;Browne;9975 Union St.;Waterbury;US;11056,6441;6213,83
O-2015;20/07/2019;24/07/2019;E-275;Michael;Blythe;C-29701;Kirk;DeGrasse;6 Cotton Road;Nashua;US;146154,5653;84053,49
O-2016;21/07/2019;23/07/2019;E-277;Jillian;Carson;C-29743;Ann;Evans;Ring Plaza;Norridge;US;20,52;16,64
O-2017;21/07/2019;28/07/2019;E-277;Jillian;Carson;C-30046;Elizabeth;Sullivan;Town East Center;Mesquite;US;48267,602;26938,15
O-2018;21/07/2019;24/07/2019;E-279;Tsvi;Reiter;C-29484;Gustavo;Achong;Mall Of Memphis;Memphis;US;27429,5294;17379,35
O-2019;22/07/2019;26/07/2019;E-275;Michael;Blythe;C-29487;Humberto;Acevedo;Johnny Appleseed Shop.center;Mansfield;US;2269,2651;1746,2
O-2020;22/07/2019;24/07/2019;E-289;Jae;Pak;C-30007;Raquel;Mello;No. 2000-25080 Beaver Hall Hill;Quebec;CA;4493,5622;2582,45
O-2021;22/07/2019;25/07/2019;E-282;José;Saraiva;C-30050;Krishna;Sunkammurali;Paramount House;London;GB;101725,1038;57728,99
O-2022;23/07/2019;26/07/2019;E-276;Linda;Mitchell;C-29788;Mete;Goktepe;Hanford Mall;Hanford;US;214,236;129,49
O-2023;23/07/2019;27/07/2019;E-274;Stephen;Jiang;C-29832;Jésus;Hernandez;32605 West 252 Mile Road, Suite 250;Aurora;CA;469,794;274,26
O-2024;23/07/2019;25/07/2019;E-279;Tsvi;Reiter;C-29976;Patrick;Magenheimer;99535 Dallas Highway;Marietta;US;10719,3352;8898,12
